Annual Income,Number of Open Accounts,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Home Ownership_outlier,Annual Income_outlier,Annual Income_nan,Tax Liens_outlier,Number of Open Accounts_outlier,Bankruptcies_outlier,Years of Credit History_outlier,Maximum Open Credit_outlier,Current Loan Amount_outlier,Current Credit Balance_outlier,Monthly Debt_outlier,Credit Score_nan,Years in current job_nan,Years in current job_1 year,Years in current job_5 years,Years in current job_7 years,Years in current job_9 years,Tax Liens_1.0,Tax Liens_2.0,Bankruptcies_0.0,Bankruptcies_1.0,Bankruptcies_2.0,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term,Home Mortgage,Own Home,Rent,CreditScoreTLB1,CreditScoreTBNT,AnIMoD,years_cat,Credit Default
1150963.0,5.0,328350.0,0.0,32.0,562496.0,234802.0,18386.0,707.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,723.6461538461539,704.9185228604924,77527.58333333333,3,0
548017.0,15.0,168410.0,0.0,15.0,309573.0,72428.0,2626.0,731.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,721.6996805111821,729.2101616628175,43042.083333333336,2,0
2140844.0,7.0,247808.0,0.0,32.0,468974.0,200108.0,28366.0,710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,723.1353996737357,729.2101616628175,150037.66666666666,4,0
1058376.0,13.0,603504.0,0.0,40.0,309573.0,264252.0,6888.0,713.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,721.2881720430107,729.2101616628175,81310.0,2,0
1702647.0,19.0,2200990.0,0.0,13.0,350482.0,123557.0,42850.0,743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,723.1223021582733,704.9185228604924,99037.25,4,0
2209263.0,13.0,324764.0,0.0,10.0,133474.0,150613.0,15520.0,732.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,721.2881720430107,729.2101616628175,168585.25,3,0
1168386.0,14.0,345730.0,1.0,33.0,110792.0,68666.0,23321.0,731.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,721.302380952381,725.7162872154115,74044.5,2,0
1168386.0,15.0,478159.0,0.0,32.0,538736.0,965485.0,46402.0,731.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,721.6996805111821,729.2101616628175,50963.5,3,0
1168386.0,6.0,305294.0,0.0,32.0,208230.0,230717.0,14217.0,731.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,724.3789682539683,704.9185228604924,83148.5,3,0
1049294.0,5.0,249810.0,0.0,32.0,337502.0,119529.0,15215.0,701.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,723.6461538461539,729.2101616628175,72226.16666666667,1,1
1168386.0,14.0,463452.0,0.0,41.0,217932.0,108471.0,24625.0,731.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,721.302380952381,729.2101616628175,72740.5,4,0
1726150.0,14.0,1656380.0,0.0,32.0,518012.0,1008501.0,15535.0,732.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,721.302380952381,704.9185228604924,128310.83333333334,2,0
1070403.0,25.0,193776.0,0.0,32.0,103664.0,124336.0,18108.0,735.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,723.9375,729.2101616628175,71092.25,4,1
1168386.0,7.0,183392.0,3.0,32.0,238568.0,125913.0,14674.0,731.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,723.1353996737357,701.5,82691.5,1,0
1168386.0,12.0,1631894.0,0.0,32.0,663432.0,1192326.0,43927.0,658.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,723.144128113879,704.9185228604924,53438.5,3,1
842004.0,14.0,197120.0,0.0,41.0,173316.0,144020.0,13753.0,736.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,721.302380952381,729.2101616628175,56414.0,2,1
1168386.0,6.0,428076.0,0.0,32.0,135190.0,209323.0,6888.0,731.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,724.3789682539683,729.2101616628175,90477.5,3,0
1551616.0,7.0,428890.0,0.0,32.0,269500.0,313006.0,15904.0,725.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,723.1353996737357,729.2101616628175,113397.33333333331,3,1
1327473.0,13.0,352352.0,1.0,32.0,175670.0,106495.0,24558.0,734.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,721.2881720430107,725.7162872154115,86064.75,3,0
2833185.0,18.0,280170.0,0.0,6.0,437404.0,108889.0,16076.5,704.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,719.9580419580419,729.2101616628175,220022.25,4,0
1848966.0,14.0,513436.0,0.0,40.0,382316.0,223934.0,21263.0,746.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,721.302380952381,729.2101616628175,132817.5,3,1
1168386.0,7.0,499246.0,0.0,32.0,217074.0,310004.0,5568.0,731.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,723.1353996737357,729.2101616628175,91797.5,3,0
918517.0,3.0,81070.0,4.0,78.0,74888.0,209323.0,7501.0,713.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,720.9052631578948,723.0,69042.08333333333,3,0
1168386.0,10.0,511302.0,0.0,6.0,572880.0,205333.0,17613.0,731.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,720.5843293492696,704.9185228604924,79752.5,4,1
1387798.0,8.0,440902.0,1.0,32.0,129074.0,31597.0,23940.0,732.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,723.6175548589341,725.7162872154115,91709.83333333331,3,0
1043670.0,7.0,567886.0,0.0,32.0,345268.0,373730.0,18003.0,653.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,723.1353996737357,704.9185228604924,68969.5,3,0
1330532.0,9.0,202268.0,0.0,32.0,176066.0,46816.0,20401.0,730.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,722.9917582417582,729.2101616628175,90476.66666666669,3,1
929290.0,10.0,314138.0,0.0,10.0,386298.0,185839.0,18199.0,722.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,720.5843293492696,729.2101616628175,59241.83333333333,3,0
844911.0,10.0,650364.0,0.0,32.0,309573.0,310612.0,11265.0,724.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,720.5843293492696,704.9185228604924,59144.25,3,0
890701.0,7.0,478159.0,0.0,7.0,67276.0,209323.0,3489.0,720.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,723.1353996737357,729.2101616628175,70736.08333333333,4,1
1168386.0,14.0,612172.0,0.0,24.0,217888.0,389652.0,33326.0,731.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,721.302380952381,729.2101616628175,64039.5,3,0
1168386.0,15.0,1915254.0,0.0,32.0,86724.0,507813.0,12416.0,731.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,721.6996805111821,729.2101616628175,84949.5,4,0
1773631.0,9.0,337766.0,0.0,32.0,215270.0,222851.0,13243.0,689.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,722.9917582417582,729.2101616628175,134559.58333333334,2,0
2901737.0,17.0,478159.0,0.0,32.0,53548.0,2325467.0,29380.0,747.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,722.2456896551724,729.2101616628175,212431.41666666663,3,0
770184.0,16.0,327844.0,0.0,7.0,199540.0,178372.0,21950.0,706.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,723.1924528301887,729.2101616628175,42232.0,3,0
1168386.0,13.0,489302.0,0.0,32.0,279290.0,182134.0,9004.0,731.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,721.2881720430107,729.2101616628175,88361.5,2,0
749816.0,17.0,772024.0,1.0,32.0,339482.0,424042.0,11385.0,674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,722.2456896551724,701.245508982036,51099.66666666666,4,0
2101495.0,10.0,384780.0,0.0,49.0,663630.0,276811.0,25568.0,716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,720.5843293492696,729.2101616628175,149556.58333333334,2,0
490713.0,10.0,240988.0,0.0,81.0,43054.0,75962.0,8346.0,747.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,720.5843293492696,729.2101616628175,32546.75,4,0
2250132.0,19.0,625130.0,0.0,13.0,43428.0,381691.0,21564.0,746.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,723.1223021582733,729.2101616628175,165947.0,4,0
1168386.0,13.0,701954.0,0.0,7.0,107492.0,173983.0,9578.0,731.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,721.2881720430107,729.2101616628175,87787.5,4,0
950000.0,16.0,503492.0,0.0,32.0,352000.0,221768.0,23433.0,687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,723.1924528301887,704.9185228604924,55733.66666666667,3,1
468787.0,11.0,433598.0,0.0,32.0,184558.0,103740.0,10626.0,685.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,722.4205202312139,729.2101616628175,28439.583333333336,1,0
1041675.0,13.0,551320.0,0.0,16.0,100144.0,167599.0,12648.0,737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,721.2881720430107,729.2101616628175,74158.25,3,0
1168386.0,6.0,407528.0,0.0,32.0,106656.0,51395.0,16076.5,749.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,724.3789682539683,729.2101616628175,81289.0,2,0
1034037.0,6.0,339658.0,1.0,32.0,97966.0,148428.0,19819.0,729.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,724.3789682539683,725.7162872154115,66350.75,4,0
854658.0,10.0,420904.0,0.0,68.0,241362.0,64714.0,9544.0,746.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,720.5843293492696,729.2101616628175,61677.5,4,0
621053.0,9.0,191818.0,0.0,32.0,130746.0,128060.0,14957.0,726.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,722.9917582417582,729.2101616628175,36797.41666666666,1,0
765586.0,8.0,273570.0,3.0,32.0,245850.0,60002.0,2488.0,658.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,723.6175548589341,728.0625,61310.833333333336,3,0
780482.0,9.0,92774.0,1.0,32.0,103048.0,26448.0,5138.0,713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,722.9917582417582,725.7162872154115,59902.16666666666,3,1
758556.0,11.0,434654.0,0.0,32.0,219582.0,196327.0,24527.0,732.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,722.4205202312139,729.2101616628175,38686.0,2,0
1499936.0,11.0,323312.0,0.0,32.0,318582.0,143241.0,41748.0,717.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,722.4205202312139,729.2101616628175,83246.66666666667,2,0
875140.0,5.0,138270.0,0.0,32.0,321068.0,15523.0,14731.0,749.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,723.6461538461539,729.2101616628175,58197.33333333333,4,0
1168386.0,3.0,478159.0,0.0,22.0,222310.0,21261.0,16076.5,685.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,720.9052631578948,729.2101616628175,81289.0,3,1
